sale_id,product_id,product_name,quantity,price,sale_date,customer_id
S1789646365307_810fad,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_7_16
S1789646365346_4f1d30,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_17_18
S1789646365396_d29f97,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_10_16
S1789646365427_9ea6de,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_23_18
S1789646365470_e3b5b1,P003,Standing Desk,1,299.5,2026-09-17,STRESS_15_12
S1789646365531_56a4df,P003,Standing Desk,1,299.5,2026-09-17,STRESS_14_18
S1789646365534_af8fa2,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_18_16
S1789646365562_2cb71a,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_0_16
S1789646365589_1110f3,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_4_10
S1789646365625_2ed93e,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_11_14
S1789646365638_5ddbd6,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_19_14
S1789646365655_5bc979,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_10_18
S1789646365675_560e4e,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_20_16
S1789646365675_22fd9e,P003,Standing Desk,1,299.5,2026-09-17,STRESS_16_16
S1789646365707_15766e,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_8_12
S1789646365721_806484,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_3_18
S1789646365774_06da6f,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_24_16
S1789646365835_847def,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_18_18
S1789646365839_282548,P003,Standing Desk,1,299.5,2026-09-17,STRESS_12_10
S1789646365867_e95476,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_15_14
S1789646365929_9f7a2b,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_7_18
S1789646366022_5932e3,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_19_16
S1789646366024_246c06,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_0_18
S1789646366035_4eac95,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_4_12
S1789646366026_4ffd48,P003,Standing Desk,1,299.5,2026-09-17,STRESS_11_16
S1789646366076_b565b0,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_20_18
S1789646366087_1b8eb7,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_16_18
S1789646366106_2cd37a,P003,Standing Desk,1,299.5,2026-09-17,STRESS_24_18
S1789646366107_fb420f,P003,Standing Desk,1,299.5,2026-09-17,STRESS_8_14
S1789646366146_e93ed4,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_12_12
S1789646366170_707a93,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_15_16
S1789646366266_f2cbd1,P003,Standing Desk,1,299.5,2026-09-17,STRESS_19_18
S1789646366268_6d9912,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_4_14
S1789646366294_a4e0c2,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_11_18
S1789646366336_946072,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_8_16
S1789646366351_b14803,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_12_14
S1789646366374_8373eb,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_15_18
S1789646366399_fce417,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_4_16
S1789646366441_b9c1e3,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_8_18
S1789646366457_b77d97,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_12_16
S1789646366475_720a97,P003,Standing Desk,1,299.5,2026-09-17,STRESS_4_18
S1789646366504_15e28a,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_12_18
S1789654117297_f925fb,P001,Wireless Mouse,1,25.99,2026-09-17,C183
S1789654117297_75797d,P002,Mechanical Keyboard,1,79.99,2026-09-17,C183
S1789654117297_32f579,P003,Standing Desk,1,299.5,2026-09-17,C183
S1789654117297_56dada,P004,Ergonomic Chair,2,199.99,2026-09-17,C183
S1789654117297_290bed,P005,USB-C Hub,1,19.99,2026-09-17,C183
S1789654222809_3c607c,P001,Wireless Mouse,1,25.99,2026-09-17,C417
S1789654222809_25f8fd,P002,Mechanical Keyboard,1,79.99,2026-09-17,C417
S1789654222809_34f39c,P003,Standing Desk,1,299.5,2026-09-17,C417
S1789654222809_cbbcb4,P004,Ergonomic Chair,1,199.99,2026-09-17,C417
S1789654222809_5964c9,P005,USB-C Hub,1,19.99,2026-09-17,C417
S1789654245891_512f4d,P002,Mechanical Keyboard,1,79.99,2026-09-17,C939
S1789654245891_5af1c3,P003,Standing Desk,1,299.5,2026-09-17,C939
S1789654245891_e5b2a1,P004,Ergonomic Chair,1,199.99,2026-09-17,C939
S1789984831340_d0c808,P001,Wireless Mouse,2,25.99,2026-09-21,C_TEST
S1789984925213_5c7e5b,P001,Wireless Mouse,2,25.99,2026-09-21,C_TEST
S1789984925449_131c41,P002,Mechanical Keyboard,1,79.99,2026-09-21,API_TEST
